axial_over_volume,normalized_coupling,shear_per_pressure
0.025178508235883353,0.050000000000000044,0.003086589625492593
0.025178508235883353,0.07500000000000007,0.004630418975429251
0.025178508235883353,0.09999999999999998,0.006174890046519018
0.025178508235883353,0.1250000000000001,0.0077202172069749
0.025178508235883353,0.15000000000000002,0.00926661522086686
0.025178508235883353,0.17499999999999993,0.010814299347806524
0.025178508235883353,0.20000000000000007,0.012363485443113803
0.025178508235883353,0.22499999999999998,0.013914390058563542
0.025178508235883353,0.2500000000000001,0.01546723054381164
0.025178508235883353,0.275,0.017022225148600592
0.025178508235883353,0.30000000000000016,0.01857959312584635
0.025178508235883353,0.32500000000000007,0.020139554835709114
0.025178508235883353,0.35,0.021702331850753244
0.025178508235883353,0.3750000000000001,0.02326814706230267
0.025178508235883353,0.4,0.024837224788100153
0.025178508235883353,0.42500000000000016,0.026409790881381786
0.025178508235883353,0.45000000000000007,0.027986072841479314
0.025178508235883353,0.475,0.02956629992606663
0.025178508235883353,0.5000000000000001,0.031150703265168958
0.025178508235883353,0.525,0.03273951597705634
0.025178508235883353,0.5500000000000002,0.03433297328614685
0.025178508235883353,0.5750000000000001,0.03593131264304758
0.025178508235883353,0.6,0.03753477384686622
0.025178508235883353,0.6250000000000001,0.03914359916992916
0.025178508235883353,0.65,0.040758033485046995
0.025178508235883353,0.6750000000000002,0.04237832439547255
0.025178508235883353,0.7000000000000001,0.044004722367701414
0.025178508235883353,0.725,0.04563748086727027
0.025178508235883353,0.7500000000000001,0.047276856497713605
0.025178508235883353,0.775,0.04892310914284545
0.025178508235883353,0.8000000000000002,0.05057650211253876
0.025178508235883353,0.8250000000000001,0.05223730229218135
0.025178508235883353,0.85,0.053905780295995145
0.025178508235883353,0.8750000000000001,0.05558221062441164
0.025178508235883353,0.9,0.057266871825704814
0.028250750892455084,-0.9,-0.06025700790318537
0.028250750892455084,-0.875,-0.05847308417027451
0.028250750892455084,-0.85,-0.05669885079143231
0.028250750892455084,-0.825,-0.05493397403216885
0.028250750892455084,-0.8,-0.05317812550531129
0.028250750892455084,-0.775,-0.05143098195123749
0.028250750892455084,-0.75,-0.04969222502443181
0.028250750892455084,-0.725,-0.047961541086052654
0.028250750892455084,-0.7,-0.046238621002214327
0.028250750892455084,-0.675,-0.04452315994769813
0.028250750892455084,-0.65,-0.04281485721481911
0.028250750892455084,-0.625,-0.04111341602718557
0.028250750892455084,-0.6,-0.039418543358098544
0.028250750892455084,-0.575,-0.03772994975334868
0.028250750892455084,-0.55,-0.036047349158176145
0.028250750892455084,-0.525,-0.03437045874816792
0.028250750892455084,-0.5,-0.03269899876387553
0.028250750892455084,-0.475,-0.0310326923489423
0.028250750892455084,-0.45,-0.029371265391537543
0.028250750892455084,-0.425,-0.027714446368901156
0.028250750892455084,-0.4,-0.0260619661948076
0.028250750892455084,-0.375,-0.024413558069765348
0.028250750892455084,-0.35,-0.022768957333771628
0.028250750892455084,-0.32499999999999996,-0.021127901321448476
0.028250750892455084,-0.29999999999999993,-0.01949012921939003
0.028250750892455084,-0.275,-0.01785538192555527
0.028250750892455084,-0.25,-0.01622340191054484
0.028250750892455084,-0.22499999999999998,-0.014593933080603241
0.028250750892455084,-0.19999999999999996,-0.01296672064219189
